id,curriculo_id,registro_academico,nome,nome_normalizado,forma_ingresso_id,forma_evasao_id,data_matricula,data_conclusao,data_colacao,ira,created_at,updated_at
32,5,GRR40797573,Fernanda Neves,FERNANDANEVES,10,15,2023-03-17,,,0.7373,2024-11-12 20:04:44.929132,2024-11-12 20:04:44.929140
33,5,GRR36334137,Elton Furtado,ELTONFURTADO,12,15,2023-03-03,,,0.8044,2024-11-12 20:04:44.935038,2024-11-12 20:04:44.935047
34,5,GRR30018941,Magda Guerra,MAGDAGUERRA,12,15,2023-03-03,,,0.5888,2024-11-12 20:04:44.940237,2024-11-12 20:04:44.940245
35,3,GRR06120871,Bruna De Campos,BRUNADECAMPOS,12,15,2014-01-09,,,0.3858,2024-11-12 20:04:44.945249,2024-11-12 20:04:44.945256
36,4,GRR87828307,Erick Araujo,ERICKARAUJO,10,4,2021-09-20,,,0.7929,2024-11-12 20:04:41.045474,2024-11-12 20:04:41.045482
37,4,GRR33923026,Almir Dasilva,ALMIRDASILVA,12,15,2018-01-12,,,0.6819,2024-11-12 20:04:44.950250,2024-11-12 20:04:44.950257
38,4,GRR19363274,Fabricia Roque,FABRICIAROQUE,12,15,2021-09-20,,,0.8641,2024-11-12 20:04:41.056422,2024-11-12 20:04:41.056430
39,3,GRR69035876,Beatriz Tavares,BEATRIZTAVARES,12,15,2016-01-08,,,0.5671,2024-11-12 20:04:41.061628,2024-11-12 20:04:41.061636
40,5,GRR00572907,Flavio Ferrari,FLAVIOFERRARI,12,15,2023-03-03,,,0.844,2024-11-12 20:04:44.955216,2024-11-12 20:04:44.955223
41,4,GRR09196366,Beatris Ramalho,BEATRISRAMALHO,12,15,2019-01-17,,,0.4287,2024-11-12 20:04:41.071592,2024-11-12 20:04:41.071599
42,4,GRR74421529,Alfredo Bento,ALFREDOBENTO,12,9,2017-01-12,2022-05-07,2022-07-18,0.7749,2024-11-12 20:04:41.076590,2024-11-12 20:04:41.076599
43,5,GRR80979711,Ludimila Santiago,LUDIMILASANTIAGO,11,15,2023-03-03,,,0.72,2024-11-12 20:04:44.960602,2024-11-12 20:04:44.960610
44,4,GRR11352679,Oswaldo De Campos,OSWALDODECAMPOS,20,15,2020-02-06,,,0.4851,2024-11-12 20:04:44.970558,2024-11-12 20:04:44.970565
45,4,GRR44182745,Valdirene De Oliveira,VALDIRENEDEOLIVEIRA,12,15,2020-01-25,,,0.918,2024-11-12 20:04:44.986270,2024-11-12 20:04:44.986277
46,4,GRR60410068,Judite Sena,JUDITESENA,10,5,2021-09-20,,,0.0,2024-11-12 20:04:41.098149,2024-11-12 20:04:41.098158
47,4,GRR67709497,Rosemeire Marcondes,ROSEMEIREMARCONDES,12,15,2022-05-18,,,0.5347,2024-11-12 20:04:44.991438,2024-11-12 20:04:44.991445
48,3,GRR71457559,Janice Feitosa,JANICEFEITOSA,12,9,2014-01-09,2021-12-18,2022-03-25,0.649,2024-11-12 20:04:41.108380,2024-11-12 20:04:41.108388
49,4,GRR19431284,Anna Domingues,ANNADOMINGUES,12,15,2019-01-17,,,0.4935,2024-11-12 20:04:44.996588,2024-11-12 20:04:44.996596
50,4,GRR55294488,Benedito Soares,BENEDITOSOARES,12,15,2021-09-20,,,0.7141,2024-11-12 20:04:45.002225,2024-11-12 20:04:45.002233
51,4,GRR56066950,Carlos Martins,CARLOSMARTINS,12,15,2019-03-13,,,0.8689,2024-11-12 20:04:45.010273,2024-11-12 20:04:45.010281
52,4,GRR37960427,Murilo Franca,MURILOFRANCA,12,15,2018-01-12,,,0.8828,2024-11-12 20:04:41.132274,2024-11-12 20:04:41.132282
53,3,GRR45436983,Leia Serafim,LEIASERAFIM,12,9,2014-01-09,2021-12-18,2022-03-25,0.6546,2024-11-12 20:04:41.137531,2024-11-12 20:04:41.137538
54,4,GRR96666916,Suzana Aragao,SUZANAARAGAO,12,1,2019-03-13,,,0.362,2024-11-12 20:04:41.142434,2024-11-12 20:04:41.142441
55,4,GRR82742695,Micheli Muniz,MICHELIMUNIZ,10,15,2020-02-03,,,0.7574,2024-11-12 20:04:45.020990,2024-11-12 20:04:45.020997
56,4,GRR09874634,Alberto Muniz,ALBERTOMUNIZ,12,15,2019-01-17,,,0.7544,2024-11-12 20:04:45.027188,2024-11-12 20:04:45.027197
57,5,GRR58341693,Thalita Pires,THALITAPIRES,12,15,2023-03-03,,,0.8964,2024-11-12 20:04:45.038118,2024-11-12 20:04:45.038126
58,5,GRR74041538,Bernadete Henrique da Silva,BERNADETEHENRIQUEDASILVA,12,15,2023-03-03,,,0.8009,2024-11-12 20:04:45.043533,2024-11-12 20:04:45.043541
59,3,GRR13075038,Wiliam Da Silveira,WILIAMDASILVEIRA,10,9,2016-01-19,2021-12-18,2022-03-25,0.6415,2024-11-12 20:04:41.168783,2024-11-12 20:04:41.168790
60,4,GRR17991985,Maciel Carvalho,MACIELCARVALHO,12,15,2022-04-26,,,0.8861,2024-11-12 20:04:45.052920,2024-11-12 20:04:45.052927
61,5,GRR81664991,Hudson Valerio,HUDSONVALERIO,12,15,2023-03-06,,,0.9025,2024-11-12 20:04:45.057545,2024-11-12 20:04:45.057553
62,3,GRR79170575,Telma Domingos,TELMADOMINGOS,20,9,2016-03-21,2021-12-18,2022-03-25,0.5586,2024-11-12 20:04:41.184205,2024-11-12 20:04:41.184212
63,4,GRR84651291,Edilson Perreira,EDILSONPERREIRA,9,15,2021-09-22,,,0.5841,2024-11-12 20:04:45.063154,2024-11-12 20:04:45.063164
64,4,GRR15319586,Maria Carlos,MARIACARLOS,9,9,2016-12-09,2021-12-18,2022-03-25,0.7814,2024-11-12 20:04:41.195141,2024-11-12 20:04:41.195149
65,4,GRR71115385,Sofia Marcondes,SOFIAMARCONDES,12,15,2022-04-01,,,0.7557,2024-11-12 20:04:45.068660,2024-11-12 20:04:45.068668
66,4,GRR96834962,Alice De Barros,ALICEDEBARROS,9,15,2017-12-11,,,0.7781,2024-11-12 20:04:45.074306,2024-11-12 20:04:45.074314
67,4,GRR34934071,Nilson Sobrinho,NILSONSOBRINHO,10,15,2021-09-20,,,0.7372,2024-11-12 20:04:45.079548,2024-11-12 20:04:45.079555
68,4,GRR25663048,Danielle Das Gracas,DANIELLEDASGRACAS,12,15,2022-04-01,,,0.5661,2024-11-12 20:04:45.084234,2024-11-12 20:04:45.084241
69,4,GRR32370993,Manoel Araújo,MANOELARAUJO,12,15,2020-02-15,,,0.8139,2024-11-12 20:04:45.089494,2024-11-12 20:04:45.089503
70,4,GRR51289213,Levi Moreno,LEVIMORENO,12,15,2018-03-01,,,0.8179,2024-11-12 20:04:41.224730,2024-11-12 20:04:41.224737
71,3,GRR32800803,Roseane Brito,ROSEANEBRITO,12,9,2015-01-09,2021-12-18,2022-03-25,0.7658,2024-11-12 20:04:41.230313,2024-11-12 20:04:41.230322
72,4,GRR01304684,Dorival Valerio,DORIVALVALERIO,12,15,2021-09-20,,,0.6054,2024-11-12 20:04:45.406783,2024-11-12 20:04:45.406792
73,4,GRR17842469,Iracema De Melo,IRACEMADEMELO,12,15,2020-01-25,,,0.3292,2024-11-12 20:04:41.240705,2024-11-12 20:04:41.240713
74,4,GRR94294398,Dirceu Dos Passos,DIRCEUDOSPASSOS,10,15,2018-01-29,,2023-07-14,0.9257,2024-11-12 20:04:41.245777,2024-11-12 20:04:41.245785
75,3,GRR11043563,Roseli De Castro,ROSELIDECASTRO,12,9,2016-01-08,2021-07-02,2021-08-27,0.824,2024-11-12 20:04:41.250849,2024-11-12 20:04:41.250856
76,4,GRR01558634,Bianca Martins,BIANCAMARTINS,12,15,2020-03-13,,,0.7951,2024-11-12 20:04:45.094654,2024-11-12 20:04:45.094662
77,4,GRR14424161,Isaura Antunes,ISAURAANTUNES,12,15,2017-01-12,,,0.6008,2024-11-12 20:04:45.110266,2024-11-12 20:04:45.110273
78,5,GRR27605832,Fabiana Fernandes,FABIANAFERNANDES,10,15,2023-03-17,,,0.4567,2024-11-12 20:04:45.115775,2024-11-12 20:04:45.115783
79,4,GRR32613370,Aroldo Goes,AROLDOGOES,12,15,2021-10-20,,,0.5017,2024-11-12 20:04:45.120583,2024-11-12 20:04:45.120589
80,3,GRR04381391,Salete De Aquino,SALETEDEAQUINO,12,1,2014-01-09,,,0.3419,2024-11-12 20:04:41.276242,2024-11-12 20:04:41.276250
81,4,GRR76629930,Vagner Freitas,VAGNERFREITAS,12,15,2019-01-17,,,0.4702,2024-11-12 20:04:41.282004,2024-11-12 20:04:41.282013
82,4,GRR02054354,Elaine Dourado,ELAINEDOURADO,10,1,2019-01-31,,,0.1212,2024-11-12 20:04:41.287138,2024-11-12 20:04:41.287146
83,5,GRR01555942,Robson Da Paixao,ROBSONDAPAIXAO,12,5,2023-03-03,,,0.0,2024-11-12 20:04:41.292382,2024-11-12 20:04:41.292390
84,4,GRR65110656,Shirlei Guedes,SHIRLEIGUEDES,10,4,2020-02-14,,,0.6955,2024-11-12 20:04:41.297127,2024-11-12 20:04:41.297134
85,5,GRR56841937,Sirlene Sousa,SIRLENESOUSA,12,15,2023-03-03,,,0.7289,2024-11-12 20:04:45.125717,2024-11-12 20:04:45.125725
86,5,GRR95025626,Kaue Almeida,KAUEALMEIDA,12,15,2023-03-03,,,0.912,2024-11-12 20:04:45.130884,2024-11-12 20:04:45.130893
87,4,GRR53498694,Helen Flores,HELENFLORES,12,15,2022-05-18,,,0.7461,2024-11-12 20:04:45.136475,2024-11-12 20:04:45.136483
88,4,GRR27369872,Abel Cavalcanti,ABELCAVALCANTI,12,15,2019-01-17,,,0.8288,2024-11-12 20:04:41.326480,2024-11-12 20:04:41.326493
89,4,GRR60455381,Vanda Custodio,VANDACUSTODIO,12,15,2021-09-20,,,0.5172,2024-11-12 20:04:41.334569,2024-11-12 20:04:41.334581
90,4,GRR14210245,Humberto Souto,HUMBERTOSOUTO,10,4,2020-02-14,,,0.8233,2024-11-12 20:04:41.342022,2024-11-12 20:04:41.342032
91,4,GRR36151782,Tulio Marinho,TULIOMARINHO,12,15,2020-01-25,,,0.6008,2024-11-12 20:04:45.151623,2024-11-12 20:04:45.151631
92,4,GRR25076745,Levi De Barros,LEVIDEBARROS,12,15,2021-10-20,,,0.3724,2024-11-12 20:04:45.156386,2024-11-12 20:04:45.156395
93,4,GRR47923745,Luciana De Carvalho,LUCIANADECARVALHO,12,15,2022-04-26,,,0.2514,2024-11-12 20:04:45.162025,2024-11-12 20:04:45.162033
94,4,GRR19455436,Joel Dutra,JOELDUTRA,12,15,2019-02-26,,2024-05-03,0.8259,2024-11-12 20:04:45.167138,2024-11-12 20:04:45.167146
95,4,GRR58143224,Edinalva Leao,EDINALVALEAO,9,15,2018-12-05,,,0.8559,2024-11-12 20:04:45.172170,2024-11-12 20:04:45.172177
96,5,GRR09624024,Shirlei De Santana,SHIRLEIDESANTANA,12,15,2023-03-03,,,0.8836,2024-11-12 20:04:45.182827,2024-11-12 20:04:45.182835
97,5,GRR60692391,Vanusa Alcantara,VANUSAALCANTARA,23,15,2023-02-03,,,0.0,2024-11-12 20:04:41.454157,2024-11-12 20:04:41.454168
98,3,GRR08776718,Juliane Caldeira,JULIANECALDEIRA,9,15,2016-01-01,,,0.6606,2024-11-12 20:04:41.463430,2024-11-12 20:04:41.463441
99,4,GRR42997956,Micheli Gomes,MICHELIGOMES,12,15,2018-03-01,,2024-05-03,0.8666,2024-11-12 20:04:45.187832,2024-11-12 20:04:45.187840
100,4,GRR70395668,Kamila Rezende,KAMILAREZENDE,10,9,2018-02-21,2022-09-17,2023-02-24,0.8697,2024-11-12 20:04:41.479352,2024-11-12 20:04:41.479364
101,4,GRR18300614,Natalia De Miranda,NATALIADEMIRANDA,12,15,2020-01-25,,,0.8239,2024-11-12 20:04:45.192895,2024-11-12 20:04:45.192902
102,4,GRR68382710,Kleber Braga,KLEBERBRAGA,12,15,2019-01-17,,,0.37,2024-11-12 20:04:45.198275,2024-11-12 20:04:45.198283
103,4,GRR27616458,Antenor Correa,ANTENORCORREA,12,15,2021-09-20,,,0.0842,2024-11-12 20:04:41.503299,2024-11-12 20:04:41.503308
104,4,GRR53809413,Nilva Domingos,NILVADOMINGOS,12,15,2019-01-17,,,0.7612,2024-11-12 20:04:45.203855,2024-11-12 20:04:45.203864
105,3,GRR17306208,Charles Vargas,CHARLESVARGAS,12,15,2016-01-08,,,0.599,2024-11-12 20:04:45.214120,2024-11-12 20:04:45.214127
106,3,GRR13318392,Maria De Carvalho,MARIADECARVALHO,22,15,2013-04-04,,,0.4842,2024-11-12 20:04:41.524217,2024-11-12 20:04:41.524227
107,4,GRR69565653,Joyce Guerra,JOYCEGUERRA,10,15,2022-03-28,,,0.7285,2024-11-12 20:04:45.218901,2024-11-12 20:04:45.218908
108,4,GRR58895313,Ariel Vicente,ARIELVICENTE,12,15,2020-03-13,,,0.5266,2024-11-12 20:04:45.223954,2024-11-12 20:04:45.223962
109,3,GRR04253518,Josefina Lacerda,JOSEFINALACERDA,12,9,2017-01-12,2021-08-14,2021-12-20,0.8798,2024-11-12 20:04:41.541174,2024-11-12 20:04:41.541181
110,5,GRR77844853,Evandro Mariano,EVANDROMARIANO,12,15,2023-03-03,,,0.51,2024-11-12 20:04:45.241425,2024-11-12 20:04:45.241435
111,4,GRR93639804,Adrian Fernandes,ADRIANFERNANDES,12,15,2017-01-12,,,0.599,2024-11-12 20:04:45.247810,2024-11-12 20:04:45.247819
112,4,GRR88828292,Cintia Jardim,CINTIAJARDIM,12,15,2020-02-15,,,0.8174,2024-11-12 20:04:45.253355,2024-11-12 20:04:45.253363
113,5,GRR15449337,Adelia Da Silva,ADELIADASILVA,12,15,2023-03-03,,,0.9148,2024-11-12 20:04:45.258713,2024-11-12 20:04:45.258721
114,4,GRR42510936,Celio Pereira da Silva,CELIOPEREIRADASILVA,12,15,2020-01-25,,,0.6819,2024-11-12 20:04:45.269695,2024-11-12 20:04:45.269704
115,4,GRR67953401,Samara De Macedo,SAMARADEMACEDO,12,15,2021-09-20,,,0.8778,2024-11-12 20:04:45.275373,2024-11-12 20:04:45.275381
116,4,GRR92251847,Vanderleia Carlos,VANDERLEIACARLOS,9,15,2016-12-09,,,0.2642,2024-11-12 20:04:45.280293,2024-11-12 20:04:45.280300
117,4,GRR08795428,Keli Gonzaga,KELIGONZAGA,12,15,2022-04-01,,,0.2929,2024-11-12 20:04:45.285354,2024-11-12 20:04:45.285361
118,3,GRR74511386,Davi Franca,DAVIFRANCA,12,9,2014-02-14,2019-12-04,2021-04-09,0.7039,2024-11-12 20:04:41.587208,2024-11-12 20:04:41.587216
119,4,GRR29410362,Ivaneide Vargas,IVANEIDEVARGAS,12,15,2020-02-15,,,0.5811,2024-11-12 20:04:45.290402,2024-11-12 20:04:45.290410
120,4,GRR05617613,Rose Mendonca,ROSEMENDONCA,12,5,2022-05-18,,,0.0,2024-11-12 20:04:41.597828,2024-11-12 20:04:41.597836
121,4,GRR31415736,Marivaldo Bastos,MARIVALDOBASTOS,10,15,2021-09-20,,,0.8588,2024-11-12 20:04:41.602888,2024-11-12 20:04:41.602894
122,4,GRR84013863,Valdeci Linhares,VALDECILINHARES,12,15,2016-01-29,,,0.599,2024-11-12 20:04:41.607837,2024-11-12 20:04:41.607844
123,3,GRR51901601,Nathalia Dourado,NATHALIADOURADO,12,9,2017-01-12,2022-09-17,2023-02-24,0.9134,2024-11-12 20:04:41.612962,2024-11-12 20:04:41.612971
124,4,GRR89988272,Valdemir Barreto,VALDEMIRBARRETO,10,9,2017-02-03,2022-09-17,2023-02-24,0.8746,2024-11-12 20:04:41.618643,2024-11-12 20:04:41.618651
125,3,GRR93711513,Kevin Rabelo,KEVINRABELO,12,9,2015-03-03,2021-08-14,2021-12-20,0.6088,2024-11-12 20:04:41.624110,2024-11-12 20:04:41.624118
126,4,GRR25780752,Gilberto De Menezes,GILBERTODEMENEZES,12,15,2021-09-20,,,0.578,2024-11-12 20:04:45.295816,2024-11-12 20:04:45.295824
127,4,GRR99365772,Claudio De Souza,CLAUDIODESOUZA,12,15,2021-09-20,,,0.5284,2024-11-12 20:04:45.300920,2024-11-12 20:04:45.300927
128,5,GRR15857393,Edinalva De Andrade,EDINALVADEANDRADE,12,15,2023-03-03,,,0.815,2024-11-12 20:04:45.306740,2024-11-12 20:04:45.306748
129,5,GRR19077644,Rafael Borba,RAFAELBORBA,12,15,2023-03-03,,,0.905,2024-11-12 20:04:45.312397,2024-11-12 20:04:45.312406
130,4,GRR28018564,Andresa Da Silveira,ANDRESADASILVEIRA,12,15,2019-02-06,,,0.5059,2024-11-12 20:04:45.322986,2024-11-12 20:04:45.322993
131,4,GRR23804526,Jennifer De Melo,JENNIFERDEMELO,12,15,2021-09-20,,,0.8589,2024-11-12 20:04:41.653672,2024-11-12 20:04:41.653679
132,5,GRR89664926,Jose Aires,JOSEAIRES,12,15,2023-03-03,,,0.71,2024-11-12 20:04:45.328349,2024-11-12 20:04:45.328358
133,4,GRR73647040,Flavia Bernardes,FLAVIABERNARDES,12,4,2018-01-12,,,0.0,2024-11-12 20:04:41.667026,2024-11-12 20:04:41.667034
134,5,GRR77390915,Ines Resende,INESRESENDE,12,15,2023-04-11,,,0.8743,2024-11-12 20:04:45.333324,2024-11-12 20:04:45.333332
135,4,GRR79090637,Ilma Serafim,ILMASERAFIM,12,15,2021-09-20,,,0.8418,2024-11-12 20:04:45.339120,2024-11-12 20:04:45.339129
136,4,GRR74676301,Edvania Neves,EDVANIANEVES,12,15,2022-04-01,,,0.6757,2024-11-12 20:04:45.344456,2024-11-12 20:04:45.344464
137,4,GRR95603170,Rosalia Do Prado,ROSALIADOPRADO,12,15,2020-01-25,,2024-05-03,0.8763,2024-11-12 20:04:45.349422,2024-11-12 20:04:45.349430
138,4,GRR41609740,Dalila Lacerda,DALILALACERDA,12,15,2019-01-17,,,0.7854,2024-11-12 20:04:45.354337,2024-11-12 20:04:45.354345
139,3,GRR46526361,Marizete Bonfim,MARIZETEBONFIM,12,9,2017-01-12,2022-09-17,2023-02-24,0.7805,2024-11-12 20:04:41.699415,2024-11-12 20:04:41.699422
140,4,GRR22744359,Kaua Dutra,KAUADUTRA,12,15,2019-01-17,,,0.8343,2024-11-12 20:04:45.364640,2024-11-12 20:04:45.364648
141,4,GRR53232353,Cecilia Barros,CECILIABARROS,12,15,2019-01-17,,,0.8531,2024-11-12 20:04:41.709738,2024-11-12 20:04:41.709746
142,4,GRR75548229,Raphael Vicente,RAPHAELVICENTE,12,15,2019-01-17,,,0.738,2024-11-12 20:04:45.374592,2024-11-12 20:04:45.374600
143,4,GRR19382575,Vanusa Pinto,VANUSAPINTO,12,15,2020-01-25,,,0.3238,2024-11-12 20:04:45.385618,2024-11-12 20:04:45.385627
144,3,GRR16397151,Dario Barbosa,DARIOBARBOSA,12,11,2017-03-03,,,0.0,2024-11-12 20:04:41.725714,2024-11-12 20:04:41.725723
145,4,GRR97323936,Marciel De Morais,MARCIELDEMORAIS,10,15,2021-09-20,,,0.9441,2024-11-12 20:04:45.390911,2024-11-12 20:04:45.390919
146,4,GRR23582601,Eloisa Sántos,ELOISASANTOS,11,15,2019-02-15,,,0.681,2024-11-12 20:04:45.395985,2024-11-12 20:04:45.395992
147,4,GRR05657360,Giovanna Pinheiro,GIOVANNAPINHEIRO,11,15,2019-02-15,,,0.8296,2024-11-12 20:04:45.401018,2024-11-12 20:04:45.401027
148,4,GRR15252149,Gleice Domingos,GLEICEDOMINGOS,12,15,2022-04-01,,,0.9106,2024-11-12 20:04:45.416987,2024-11-12 20:04:45.416995
149,5,GRR48925701,Heloisa Aragao,HELOISAARAGAO,10,15,2023-03-17,,,0.8964,2024-11-12 20:04:45.421699,2024-11-12 20:04:45.421705
150,4,GRR80019712,Emilia Franca,EMILIAFRANCA,12,15,2021-09-20,,,0.3106,2024-11-12 20:04:45.427028,2024-11-12 20:04:45.427037
151,5,GRR44141275,Stefani Mattos,STEFANIMATTOS,12,15,2023-03-03,,,0.6256,2024-11-12 20:04:45.432313,2024-11-12 20:04:45.432320
152,5,GRR56111907,Abraao Dourado,ABRAAODOURADO,20,15,2023-03-03,,,0.0,2024-11-12 20:04:41.767079,2024-11-12 20:04:41.767087
153,4,GRR11906880,Estefane Moraes,ESTEFANEMORAES,9,15,2018-12-05,,2024-05-03,0.8621,2024-11-12 20:04:45.442094,2024-11-12 20:04:45.442101
154,5,GRR80720577,Alisson Da Cruz,ALISSONDACRUZ,10,15,2023-03-17,,,0.48,2024-11-12 20:04:45.447815,2024-11-12 20:04:45.447823
155,4,GRR05009543,Emily Tomaz,EMILYTOMAZ,12,15,2017-01-12,,2023-07-14,0.9098,2024-11-12 20:04:41.782515,2024-11-12 20:04:41.782522
156,4,GRR27988904,Marly Franco,MARLYFRANCO,10,15,2022-03-28,,,0.9098,2024-11-12 20:04:45.453042,2024-11-12 20:04:45.453049
157,4,GRR11050934,Maura Bezerra,MAURABEZERRA,12,15,2018-01-12,,,0.4638,2024-11-12 20:04:41.792721,2024-11-12 20:04:41.792729
158,4,GRR51671036,Givaldo Rodriguês,GIVALDORODRIGUES,12,15,2018-02-02,,,0.7443,2024-11-12 20:04:45.458256,2024-11-12 20:04:45.458264
159,4,GRR42519085,Divino Carvalho,DIVINOCARVALHO,12,15,2019-01-17,,,0.5849,2024-11-12 20:04:45.463259,2024-11-12 20:04:45.463267
160,3,GRR07453650,Neuza Sobrinho,NEUZASOBRINHO,12,1,2015-02-04,,,0.4921,2024-11-12 20:04:41.807648,2024-11-12 20:04:41.807656
161,4,GRR42345775,Fatima Bandeira,FATIMABANDEIRA,12,9,2017-01-12,2023-02-25,2023-04-14,0.8435,2024-11-12 20:04:41.812613,2024-11-12 20:04:41.812622
162,4,GRR61160081,Lauro De Lima,LAURODELIMA,12,15,2022-04-26,,,0.6647,2024-11-12 20:04:45.468209,2024-11-12 20:04:45.468216
163,3,GRR01979986,Magno Leal,MAGNOLEAL,12,9,2015-01-09,2020-09-26,2021-04-09,0.649,2024-11-12 20:04:41.823733,2024-11-12 20:04:41.823741
164,4,GRR98196093,Adriele Resende,ADRIELERESENDE,12,1,2021-09-20,,,0.0,2024-11-12 20:04:41.828586,2024-11-12 20:04:41.828594
165,4,GRR55029616,Helen De Camargo,HELENDECAMARGO,12,15,2021-09-20,,,0.668,2024-11-12 20:04:45.476330,2024-11-12 20:04:45.476338
166,4,GRR82598434,Vanderleia Da Costa,VANDERLEIADACOSTA,12,15,2020-01-25,,,0.691,2024-11-12 20:04:45.482325,2024-11-12 20:04:45.482332
167,4,GRR95230612,Lucimar Arantes,LUCIMARARANTES,10,15,2020-02-14,,,0.6814,2024-11-12 20:04:45.487503,2024-11-12 20:04:45.487510
168,4,GRR49693528,Olinda Nogueira,OLINDANOGUEIRA,10,5,2020-02-03,,,0.0,2024-11-12 20:04:41.849060,2024-11-12 20:04:41.849067
169,5,GRR37233012,Zuleide De Albuquerque,ZULEIDEDEALBUQUERQUE,12,15,2023-03-03,,,1.0,2024-11-12 20:04:41.853742,2024-11-12 20:04:41.853749
170,4,GRR55581345,Gelson Morais,GELSONMORAIS,12,1,2019-01-17,,,0.1464,2024-11-12 20:04:41.859455,2024-11-12 20:04:41.859464
171,4,GRR62814476,Alan Sampaio,ALANSAMPAIO,12,15,2017-01-12,,,0.7221,2024-11-12 20:04:45.492447,2024-11-12 20:04:45.492455
172,4,GRR79666889,Maira De Sales,MAIRADESALES,12,15,2018-01-12,,,0.7122,2024-11-12 20:04:45.498609,2024-11-12 20:04:45.498618
173,5,GRR79973768,Edinalva Da Rocha,EDINALVADAROCHA,10,15,2023-03-17,,,0.869,2024-11-12 20:04:45.504062,2024-11-12 20:04:45.504070
174,4,GRR95538919,Silvia Alencar,SILVIAALENCAR,9,15,2020-02-27,,,0.8385,2024-11-12 20:04:41.880013,2024-11-12 20:04:41.880021
175,3,GRR88724231,Helio Dutra,HELIODUTRA,12,15,2015-01-09,,,0.5782,2024-11-12 20:04:41.889440,2024-11-12 20:04:41.889449
176,4,GRR28114230,William Da Cruz,WILLIAMDACRUZ,10,15,2018-01-29,,,0.5043,2024-11-12 20:04:45.509313,2024-11-12 20:04:45.509320
177,4,GRR86105079,Elizabeth Vieira,ELIZABETHVIEIRA,12,15,2021-10-20,,,0.7564,2024-11-12 20:04:45.514436,2024-11-12 20:04:45.514444
178,3,GRR93797499,Taiane Amaro,TAIANEAMARO,12,9,2017-01-12,2021-08-14,2021-12-20,0.861,2024-11-12 20:04:41.906157,2024-11-12 20:04:41.906164
179,3,GRR09667672,Ivana Furtado,IVANAFURTADO,12,9,2017-01-12,2021-08-14,2021-12-20,0.8237,2024-11-12 20:04:41.911781,2024-11-12 20:04:41.911790
180,3,GRR29899372,Adriane Gouveia,ADRIANEGOUVEIA,12,9,2016-01-08,2021-04-01,2021-08-27,0.728,2024-11-12 20:04:41.917044,2024-11-12 20:04:41.917052
181,4,GRR59375657,Alice Antunes,ALICEANTUNES,12,15,2020-02-15,,,0.7384,2024-11-12 20:04:45.524629,2024-11-12 20:04:45.524637
182,4,GRR39342747,Eugenio Ferrari,EUGENIOFERRARI,9,15,2016-01-01,,,0.496,2024-11-12 20:04:41.928141,2024-11-12 20:04:41.928150
183,4,GRR48012533,Rute De Sousa,RUTEDESOUSA,10,15,2018-01-29,,2024-05-03,0.7542,2024-11-12 20:04:45.529988,2024-11-12 20:04:45.529996
184,3,GRR29398412,Kleber Junior,KLEBERJUNIOR,10,9,2016-01-19,2021-08-14,2021-12-20,0.8849,2024-11-12 20:04:41.938766,2024-11-12 20:04:41.938773
185,5,GRR68354104,Joao De Araujo,JOAODEARAUJO,12,15,2023-03-03,,,0.9136,2024-11-12 20:04:45.534871,2024-11-12 20:04:45.534878
186,4,GRR55369286,Angela Matias,ANGELAMATIAS,12,9,2018-01-12,2023-02-25,2023-04-14,0.7915,2024-11-12 20:04:41.949953,2024-11-12 20:04:41.949961
187,4,GRR69286517,Ademir Vaz,ADEMIRVAZ,12,15,2021-09-20,,,0.8166,2024-11-12 20:04:45.540672,2024-11-12 20:04:45.540681
188,3,GRR89903545,Kaique Do Socorro,KAIQUEDOSOCORRO,10,9,2017-03-03,2022-09-17,2023-02-24,0.9147,2024-11-12 20:04:41.960797,2024-11-12 20:04:41.960805
189,4,GRR61208408,Wilma Leal,WILMALEAL,12,15,2018-01-12,,,0.7516,2024-11-12 20:04:41.965908,2024-11-12 20:04:41.965916
190,4,GRR69616504,Tania Holanda,TANIAHOLANDA,12,4,2021-09-20,,,0.0,2024-11-12 20:04:41.970612,2024-11-12 20:04:41.970619
191,4,GRR34510742,Carla Lucena,CARLALUCENA,12,15,2022-06-06,,,0.6948,2024-11-12 20:04:45.546078,2024-11-12 20:04:45.546086
192,5,GRR69623091,Emily Trindade,EMILYTRINDADE,12,15,2023-03-03,,,0.6118,2024-11-12 20:04:45.556019,2024-11-12 20:04:45.556027
193,5,GRR28816977,Pricila Muniz,PRICILAMUNIZ,10,15,2023-03-17,,,0.8127,2024-11-12 20:04:45.560976,2024-11-12 20:04:45.560984
194,4,GRR10978573,Emilly Abreu,EMILLYABREU,12,15,2021-11-03,,,0.5309,2024-11-12 20:04:45.572150,2024-11-12 20:04:45.572158
195,3,GRR91217085,Izabela Correia,IZABELACORREIA,10,15,2016-01-19,,,0.5274,2024-11-12 20:04:45.577559,2024-11-12 20:04:45.577567
196,4,GRR88154650,Manoela Coelho,MANOELACOELHO,12,15,2020-01-25,,,0.8847,2024-11-12 20:04:45.582340,2024-11-12 20:04:45.582348
197,4,GRR40330624,Irani Custodio,IRANICUSTODIO,12,15,2022-04-01,,,0.6119,2024-11-12 20:04:42.007782,2024-11-12 20:04:42.007790
